ownership_id,asset_type,asset_id,person_id,valid_from,valid_to
OWN00523,phone,PH02187,P00382,2022-06-18,
OWN00524,vehicle,V00655,P01456,2018-12-23,
OWN00525,bank_account,A02175,P00100,2025-10-01,
OWN00526,vehicle,V00611,P01409,2022-07-02,
OWN00527,bank_account,A00730,P01594,2019-08-16,
OWN00528,vehicle,V00116,P01151,2023-01-03,
OWN00529,vehicle,V00738,P01035,2018-03-03,
OWN00530,bank_account,A01520,P01831,2022-04-22,
OWN00531,vehicle,V00063,P00311,2020-10-31,
OWN00532,bank_account,A00069,P01517,2020-11-03,
OWN00533,vehicle,V00517,P01439,2018-10-22,
OWN00534,vehicle,V00679,P01519,2021-11-20,
OWN00535,bank_account,A00427,P01929,2019-04-29,
OWN00536,phone,PH01514,P00980,2018-12-23,
OWN00537,vehicle,V00489,P00477,2020-11-24,
OWN00538,phone,PH02097,P01687,2018-05-09,
OWN00539,bank_account,A00474,P00533,2021-01-23,
OWN00540,bank_account,A02108,P00369,2020-04-17,
OWN00541,bank_account,A00254,P00792,2024-07-29,
OWN00542,phone,PH02161,P01869,2023-01-08,
OWN00543,phone,PH00250,P01216,2020-03-08,
OWN00544,phone,PH00448,P00865,2024-07-11,
OWN00545,phone,PH02454,P00367,2021-12-15,
OWN00546,bank_account,A00698,P01854,2022-12-31,
OWN00547,phone,PH02780,P01140,2021-05-07,
OWN00548,phone,PH01310,P01770,2022-10-06,
OWN00549,vehicle,V00831,P01889,2018-04-10,
OWN00550,bank_account,A01197,P00177,2018-02-24,
OWN00551,bank_account,A00831,P01432,2025-01-27,
OWN00552,phone,PH01802,P01999,2019-09-30,
OWN00553,phone,PH01570,P01995,2018-04-15,
OWN00554,bank_account,A00043,P00499,2022-04-28,
OWN00555,phone,PH02194,P00387,2021-10-04,
OWN00556,phone,PH00828,P01477,2022-07-24,
OWN00557,bank_account,A01511,P01258,2021-06-04,
OWN00558,bank_account,A01352,P00831,2021-06-08,
OWN00559,vehicle,V00377,P00376,2020-07-10,
OWN00560,bank_account,A02173,P00922,2021-08-10,
OWN00561,bank_account,A00566,P00696,2018-07-05,
OWN00562,phone,PH02689,P01242,2021-03-25,
OWN00563,phone,PH01556,P00334,2024-05-27,
OWN00564,bank_account,A01377,P01672,2022-05-30,
OWN00565,phone,PH00050,P00113,2018-02-07,
OWN00566,bank_account,A01036,P00223,2022-09-07,
OWN00567,bank_account,A00376,P00542,2021-06-17,
OWN00568,bank_account,A01459,P01140,2022-09-10,
OWN00569,bank_account,A01267,P00229,2018-07-14,
OWN00570,vehicle,V00356,P00900,2025-07-23,
OWN00571,bank_account,A00475,P01695,2018-09-13,
OWN00572,vehicle,V00678,P00489,2019-09-02,
OWN00573,bank_account,A00826,P00979,2018-11-12,
OWN00574,bank_account,A01901,P00863,2020-02-02,
OWN00575,bank_account,A00928,P01090,2018-05-30,
OWN00576,bank_account,A02076,P00195,2021-06-03,
OWN00577,bank_account,A00990,P00717,2023-04-22,
OWN00578,vehicle,V00505,P01645,2021-10-05,
OWN00579,bank_account,A00210,P00344,2020-07-20,
OWN00580,phone,PH01434,P01312,2024-01-29,
OWN00581,bank_account,A00499,P01607,2022-11-01,
OWN00582,bank_account,A01402,P00537,2019-06-26,
OWN00583,bank_account,A00217,P00125,2020-01-10,
OWN00584,phone,PH01709,P01240,2025-04-29,
OWN00585,bank_account,A01495,P01207,2021-08-01,
OWN00586,bank_account,A01216,P00586,2023-12-08,
OWN00587,vehicle,V00615,P01377,2022-03-13,
OWN00588,vehicle,V00839,P01781,2023-06-16,
OWN00589,phone,PH01280,P01361,2020-10-02,
OWN00590,phone,PH02169,P00514,2022-03-07,
OWN00591,phone,PH01619,P00759,2021-02-04,
OWN00592,phone,PH01530,P01871,2025-05-07,
OWN00593,bank_account,A01423,P00914,2024-10-22,
OWN00594,vehicle,V00245,P01479,2020-06-25,
OWN00595,vehicle,V00598,P01090,2019-07-07,
OWN00596,phone,PH00631,P01233,2025-09-03,
OWN00597,bank_account,A00435,P01641,2020-02-03,
OWN00598,vehicle,V00571,P00642,2019-04-18,
OWN00599,phone,PH00709,P00451,2020-05-20,
OWN00600,vehicle,V00224,P00033,2019-09-06,
OWN00601,bank_account,A00975,P01778,2019-07-16,
OWN00602,bank_account,A00239,P01420,2019-07-24,
OWN00603,bank_account,A01915,P01432,2023-10-20,
OWN00604,phone,PH01325,P00244,2019-12-23,
OWN00605,bank_account,A01049,P00190,2019-01-18,
OWN00606,phone,PH01812,P00186,2020-01-02,
OWN00607,vehicle,V00076,P01706,2021-12-04,
OWN00608,bank_account,A01251,P01466,2021-01-27,
OWN00609,bank_account,A02008,P01623,2025-04-13,
OWN00610,vehicle,V00564,P01282,2021-04-06,
OWN00611,bank_account,A00725,P01498,2025-03-18,
OWN00612,bank_account,A01343,P00665,2022-01-14,
OWN00613,vehicle,V00200,P00167,2019-10-18,
OWN00614,phone,PH00453,P01665,2021-07-12,
OWN00615,vehicle,V00460,P00877,2022-07-22,
OWN00616,bank_account,A01636,P01036,2018-07-29,
OWN00617,phone,PH01370,P01465,2019-08-07,
OWN00618,bank_account,A01746,P00820,2025-05-26,
OWN00619,phone,PH02003,P00398,2020-06-01,
OWN00620,bank_account,A00779,P00866,2025-09-29,
OWN00621,phone,PH02366,P01620,2022-08-12,
OWN00622,bank_account,A02188,P00174,2024-04-21,
OWN00623,phone,PH02531,P01458,2018-01-17,
OWN00624,vehicle,V00354,P01138,2018-05-31,
OWN00625,vehicle,V00794,P01070,2020-01-09,
OWN00626,bank_account,A00913,P01665,2018-10-28,
OWN00627,vehicle,V00762,P00680,2022-10-30,
OWN00628,bank_account,A02256,P01889,2025-10-04,
OWN00629,bank_account,A02050,P00983,2024-09-11,
OWN00630,vehicle,V00007,P00052,2020-04-06,
OWN00631,vehicle,V00131,P00038,2025-08-11,
OWN00632,bank_account,A00274,P01824,2020-10-21,
OWN00633,bank_account,A01024,P01431,2019-10-24,
OWN00634,vehicle,V00517,P01439,2022-04-14,
OWN00635,bank_account,A00898,P01122,2018-05-22,
OWN00636,phone,PH02746,P00030,2018-12-03,
OWN00637,bank_account,A01681,P00601,2024-04-24,
OWN00638,phone,PH01693,P00799,2020-05-19,
OWN00639,phone,PH01575,P01485,2025-06-02,
OWN00640,vehicle,V00523,P01429,2024-09-28,
OWN00641,phone,PH02717,P01118,2024-02-17,
OWN00642,phone,PH01408,P00590,2024-03-07,
OWN00643,bank_account,A02002,P00433,2023-09-26,
OWN00644,vehicle,V00245,P01479,2024-11-08,
OWN00645,phone,PH00466,P00987,2022-10-31,
OWN00646,vehicle,V00806,P00192,2023-01-05,
OWN00647,phone,PH00491,P00430,2022-04-14,
OWN00648,phone,PH00353,P00728,2023-12-05,
OWN00649,vehicle,V00039,P01499,2022-04-28,
OWN00650,bank_account,A01909,P01582,2020-07-22,
OWN00651,vehicle,V00829,P01125,2020-01-21,
OWN00652,vehicle,V00086,P01656,2022-06-13,
OWN00653,bank_account,A01845,P00049,2022-09-14,
OWN00654,vehicle,V00220,P01059,2022-06-01,
OWN00655,vehicle,V00549,P00937,2020-06-07,
OWN00656,vehicle,V00473,P00127,2024-01-13,
OWN00657,phone,PH02782,P00380,2021-06-03,
OWN00658,vehicle,V00595,P01837,2020-12-07,
OWN00659,phone,PH00890,P00878,2020-09-23,
OWN00660,vehicle,V00526,P01898,2022-10-08,
OWN00661,bank_account,A00172,P01799,2023-06-23,
OWN00662,vehicle,V00224,P00033,2019-08-29,
OWN00663,phone,PH01306,P00735,2020-11-02,
OWN00664,vehicle,V00356,P00900,2023-03-08,
OWN00665,vehicle,V00681,P01570,2020-08-26,
OWN00666,bank_account,A02230,P00160,2022-02-17,
OWN00667,vehicle,V00616,P01078,2021-10-10,
OWN00668,phone,PH01254,P00991,2019-07-25,
OWN00669,phone,PH00164,P01822,2019-05-14,
OWN00670,vehicle,V00288,P00977,2024-09-01,
OWN00671,vehicle,V00679,P01519,2022-06-12,
OWN00672,bank_account,A00223,P00159,2019-06-17,
OWN00673,bank_account,A00904,P01934,2024-01-30,
OWN00674,vehicle,V00793,P00053,2018-04-16,
OWN00675,bank_account,A00534,P00704,2025-09-27,
OWN00676,vehicle,V00032,P01200,2019-03-27,
OWN00677,vehicle,V00664,P01535,2018-12-16,
OWN00678,bank_account,A01979,P01797,2022-11-17,
OWN00679,bank_account,A01982,P00883,2022-04-19,
OWN00680,vehicle,V00604,P00821,2025-11-26,
OWN00681,phone,PH02148,P01753,2023-12-11,
OWN00682,bank_account,A01599,P00966,2022-09-30,
OWN00683,vehicle,V00506,P01429,2024-07-23,
OWN00684,bank_account,A00471,P01267,2020-03-01,
OWN00685,bank_account,A00321,P00168,2025-07-09,
OWN00686,vehicle,V00600,P01320,2021-05-10,
OWN00687,bank_account,A00063,P00684,2018-10-03,
OWN00688,vehicle,V00671,P00793,2023-07-06,
OWN00689,bank_account,A01337,P00599,2018-11-09,
OWN00690,phone,PH00289,P00653,2023-05-28,
OWN00691,phone,PH02188,P00506,2024-05-19,
OWN00692,vehicle,V00690,P01881,2019-04-08,
OWN00693,vehicle,V00645,P01095,2019-07-28,
OWN00694,vehicle,V00285,P01389,2018-03-02,
OWN00695,vehicle,V00075,P01169,2022-02-16,
OWN00696,bank_account,A01363,P01185,2022-05-29,
OWN00697,bank_account,A00555,P01196,2018-08-04,
OWN00698,bank_account,A00415,P01852,2023-05-15,
OWN00699,vehicle,V00376,P01086,2022-12-04,
OWN00700,vehicle,V00152,P00740,2025-10-25,
OWN00701,phone,PH01154,P01860,2025-10-06,
OWN00702,vehicle,V00155,P00210,2024-12-08,
OWN00703,phone,PH02490,P01016,2022-03-27,
OWN00704,vehicle,V00647,P01376,2024-06-21,
OWN00705,bank_account,A00419,P01088,2025-08-16,
OWN00706,vehicle,V00488,P00039,2021-06-23,
OWN00707,vehicle,V00319,P00776,2025-10-05,
OWN00708,bank_account,A00155,P01376,2018-06-11,
OWN00709,vehicle,V00134,P01626,2018-04-06,
OWN00710,phone,PH00685,P01932,2023-12-29,
OWN00711,phone,PH01403,P01823,2024-09-04,
OWN00712,bank_account,A01517,P00325,2024-10-27,
OWN00713,vehicle,V00158,P01060,2024-01-26,
OWN00714,bank_account,A00643,P01028,2022-05-17,
OWN00715,vehicle,V00670,P00851,2023-03-30,
OWN00716,vehicle,V00106,P00427,2019-03-14,
OWN00717,phone,PH01382,P01314,2021-12-28,
OWN00718,bank_account,A01445,P00345,2021-02-28,
OWN00719,phone,PH02615,P00744,2020-08-05,
OWN00720,bank_account,A01615,P00238,2022-09-02,
OWN00721,phone,PH01191,P00687,2024-06-21,
OWN00722,bank_account,A02234,P01432,2021-11-12,
OWN00723,bank_account,A01395,P01171,2018-03-16,
OWN00724,bank_account,A01191,P00191,2019-02-13,
OWN00725,bank_account,A00444,P01545,2021-04-12,
OWN00726,bank_account,A00710,P00684,2018-08-10,
OWN00727,vehicle,V00484,P01237,2025-12-07,
OWN00728,vehicle,V00464,P01873,2024-12-27,
OWN00729,bank_account,A01803,P00871,2022-03-05,
OWN00730,phone,PH01981,P00746,2020-10-18,
OWN00731,bank_account,A00970,P00805,2018-04-12,
OWN00732,bank_account,A00114,P00169,2021-04-02,
OWN00733,phone,PH02606,P00150,2021-11-17,
OWN00734,vehicle,V00550,P00352,2023-07-01,
OWN00735,bank_account,A01151,P01218,2020-08-07,
OWN00736,vehicle,V00378,P01712,2025-06-15,
OWN00737,phone,PH02716,P01739,2025-05-11,
OWN00738,bank_account,A01973,P01980,2024-07-31,
OWN00739,phone,PH00900,P00261,2018-07-09,
OWN00740,phone,PH01600,P01750,2024-03-09,
OWN00741,bank_account,A02090,P00502,2022-02-18,
OWN00742,phone,PH01003,P01432,2024-12-04,
OWN00743,bank_account,A00312,P01470,2018-11-28,
OWN00744,vehicle,V00569,P00937,2024-08-21,
OWN00745,vehicle,V00209,P00547,2025-05-02,
OWN00746,bank_account,A00179,P01443,2018-12-21,
OWN00747,phone,PH00258,P00876,2020-01-29,
OWN00748,vehicle,V00567,P01124,2022-01-23,
OWN00749,vehicle,V00185,P00858,2019-02-10,
OWN00750,vehicle,V00279,P01419,2024-07-07,
OWN00751,bank_account,A00883,P00094,2020-10-13,
OWN00752,phone,PH01233,P01728,2023-12-26,
OWN00753,phone,PH01189,P00698,2019-12-09,
OWN00754,bank_account,A02145,P00953,2025-05-29,
OWN00755,vehicle,V00020,P00052,2018-12-28,
OWN00756,phone,PH01250,P00474,2025-11-15,
OWN00757,bank_account,A02133,P01495,2018-02-01,
OWN00758,vehicle,V00313,P01022,2020-04-14,
OWN00759,bank_account,A02050,P00983,2018-06-21,
OWN00760,phone,PH02505,P01414,2019-07-12,
OWN00761,vehicle,V00433,P01592,2019-12-23,
OWN00762,vehicle,V00725,P01980,2023-05-11,
OWN00763,bank_account,A01601,P00132,2019-06-22,
OWN00764,bank_account,A00641,P00743,2024-06-12,
OWN00765,vehicle,V00030,P00587,2023-05-28,
OWN00766,bank_account,A01222,P00687,2019-03-02,
OWN00767,vehicle,V00746,P00244,2023-10-17,
OWN00768,phone,PH01253,P01975,2021-01-08,
OWN00769,phone,PH02389,P00279,2025-07-11,
OWN00770,bank_account,A00343,P00334,2020-03-02,
OWN00771,phone,PH00032,P00414,2024-08-17,
OWN00772,phone,PH01104,P00873,2023-07-26,
OWN00773,phone,PH01670,P01828,2019-08-07,
OWN00774,bank_account,A02237,P01109,2021-07-17,
OWN00775,bank_account,A02071,P00776,2020-08-15,
OWN00776,vehicle,V00329,P00301,2022-11-23,
OWN00777,vehicle,V00090,P00523,2022-05-11,
OWN00778,vehicle,V00348,P00947,2024-10-25,
OWN00779,vehicle,V00113,P00156,2020-02-24,
OWN00780,phone,PH00774,P00779,2024-07-25,
OWN00781,vehicle,V00279,P01419,2023-07-12,
OWN00782,vehicle,V00026,P00890,2024-11-23,
OWN00783,vehicle,V00029,P00732,2018-03-05,
OWN00784,vehicle,V00218,P00244,2019-07-25,
OWN00785,vehicle,V00571,P00642,2024-06-30,
OWN00786,bank_account,A01925,P00736,2025-02-16,
OWN00787,vehicle,V00550,P00352,2024-10-08,
OWN00788,vehicle,V00639,P01036,2022-03-16,
OWN00789,phone,PH00664,P00191,2018-08-15,
OWN00790,phone,PH01712,P01358,2023-04-22,
OWN00791,bank_account,A02167,P00527,2025-02-02,
OWN00792,phone,PH01511,P01645,2021-12-16,
OWN00793,vehicle,V00251,P01175,2023-01-01,
OWN00794,vehicle,V00569,P00937,2019-10-17,
OWN00795,bank_account,A01063,P00001,2018-09-21,
OWN00796,phone,PH02585,P00820,2021-10-13,
OWN00797,phone,PH02131,P00308,2023-05-11,
OWN00798,phone,PH01199,P01386,2021-01-04,
OWN00799,vehicle,V00218,P00244,2018-01-23,
OWN00800,vehicle,V00106,P00427,2018-11-21,
OWN00801,phone,PH00643,P00347,2020-10-15,
OWN00802,bank_account,A00594,P01785,2023-09-22,
OWN00803,bank_account,A01600,P00477,2020-12-01,
OWN00804,vehicle,V00687,P01118,2019-11-12,
OWN00805,bank_account,A01834,P01338,2019-12-27,
OWN00806,bank_account,A00801,P01964,2020-07-12,
OWN00807,phone,PH01840,P01437,2024-05-05,
OWN00808,bank_account,A00638,P00873,2024-04-25,
OWN00809,bank_account,A00038,P01686,2021-01-03,
OWN00810,phone,PH01044,P01267,2024-02-24,
OWN00811,vehicle,V00374,P00127,2021-10-07,
OWN00812,bank_account,A01120,P00198,2021-04-15,
OWN00813,vehicle,V00840,P01372,2024-05-08,
OWN00814,vehicle,V00148,P00705,2024-08-18,
OWN00815,vehicle,V00106,P00427,2019-09-28,
OWN00816,phone,PH00556,P01615,2023-12-20,
OWN00817,vehicle,V00049,P01824,2018-12-03,
OWN00818,phone,PH00749,P00759,2021-05-17,
OWN00819,vehicle,V00252,P00741,2021-10-16,
OWN00820,phone,PH00927,P01134,2025-08-10,
OWN00821,bank_account,A01841,P00125,2022-07-18,
OWN00822,vehicle,V00053,P01253,2020-02-10,
OWN00823,vehicle,V00371,P01568,2019-07-16,
OWN00824,phone,PH01000,P00247,2020-12-21,
OWN00825,vehicle,V00823,P00828,2024-06-10,
OWN00826,bank_account,A01074,P01331,2023-04-26,
OWN00827,bank_account,A00756,P01113,2018-05-10,
OWN00828,bank_account,A01557,P01288,2021-12-11,
OWN00829,bank_account,A01343,P00665,2018-04-19,
OWN00830,phone,PH02486,P01870,2020-01-12,
OWN00831,phone,PH02615,P00744,2024-07-19,
OWN00832,vehicle,V00312,P00893,2019-11-01,
OWN00833,bank_account,A01763,P01254,2021-02-24,
OWN00834,bank_account,A00457,P00326,2024-06-03,
OWN00835,vehicle,V00226,P01061,2019-05-02,
OWN00836,vehicle,V00432,P00762,2025-08-23,
OWN00837,phone,PH02591,P01054,2023-03-28,
OWN00838,vehicle,V00448,P00556,2023-10-23,
OWN00839,bank_account,A01438,P01555,2025-10-28,
OWN00840,phone,PH01117,P01850,2023-07-15,
OWN00841,phone,PH00876,P01794,2022-02-08,
OWN00842,phone,PH01130,P00298,2024-04-28,
OWN00843,bank_account,A01389,P00360,2021-02-23,
OWN00844,phone,PH00781,P00333,2018-11-18,
OWN00845,bank_account,A00909,P00203,2025-06-22,
OWN00846,bank_account,A01049,P00190,2019-11-19,
OWN00847,bank_account,A01675,P01284,2021-03-28,
OWN00848,phone,PH00310,P00518,2019-08-27,
OWN00849,vehicle,V00708,P01575,2022-05-02,
OWN00850,bank_account,A02229,P01527,2022-09-10,
OWN00851,vehicle,V00367,P01487,2022-03-13,
OWN00852,vehicle,V00675,P01926,2023-09-20,
OWN00853,vehicle,V00026,P00890,2019-05-29,
OWN00854,bank_account,A01859,P00339,2025-01-10,
OWN00855,vehicle,V00685,P01361,2024-08-03,
OWN00856,bank_account,A02233,P01437,2024-06-05,
OWN00857,bank_account,A00031,P01845,2024-08-14,
OWN00858,phone,PH00316,P00494,2018-12-20,
OWN00859,phone,PH02198,P00042,2018-11-15,
OWN00860,bank_account,A01371,P00974,2025-03-10,
OWN00861,phone,PH01483,P00135,2019-06-16,
OWN00862,bank_account,A01375,P00502,2025-11-23,
OWN00863,bank_account,A00938,P00553,2024-02-21,
OWN00864,phone,PH02191,P00870,2019-05-01,
OWN00865,phone,PH00048,P00747,2021-09-21,
OWN00866,bank_account,A00288,P01458,2023-10-28,
OWN00867,phone,PH02073,P01355,2025-11-17,
OWN00868,vehicle,V00506,P01429,2022-12-31,
OWN00869,bank_account,A00176,P01267,2022-10-08,
OWN00870,vehicle,V00305,P01785,2020-11-11,
OWN00871,vehicle,V00250,P01237,2020-05-03,
OWN00872,vehicle,V00647,P01376,2023-06-04,
OWN00873,phone,PH01823,P00199,2019-06-04,
OWN00874,bank_account,A00982,P00417,2018-07-08,
OWN00875,phone,PH02348,P00397,2019-10-15,
OWN00876,phone,PH01717,P00361,2019-10-30,
OWN00877,phone,PH02285,P01556,2021-03-11,
OWN00878,bank_account,A00428,P00261,2021-08-26,
OWN00879,phone,PH00633,P01712,2019-04-24,
OWN00880,phone,PH01846,P01348,2024-08-21,
OWN00881,vehicle,V00683,P00193,2019-04-24,
OWN00882,bank_account,A00361,P01173,2022-01-09,
OWN00883,bank_account,A00749,P00331,2023-12-03,
OWN00884,vehicle,V00453,P01052,2025-12-23,
OWN00885,phone,PH00236,P00623,2024-06-19,
OWN00886,vehicle,V00712,P00039,2018-03-22,
OWN00887,bank_account,A00326,P01079,2023-12-28,
OWN00888,bank_account,A00946,P01333,2019-06-09,
OWN00889,vehicle,V00724,P01178,2020-09-09,
OWN00890,phone,PH00624,P00477,2018-09-10,
OWN00891,phone,PH02780,P01140,2022-08-23,
OWN00892,phone,PH00196,P00588,2022-04-27,
OWN00893,phone,PH00922,P00999,2023-04-16,
OWN00894,phone,PH00880,P01653,2025-12-05,
OWN00895,vehicle,V00443,P01347,2019-03-24,
OWN00896,phone,PH01675,P00906,2025-05-26,
OWN00897,vehicle,V00146,P01736,2020-02-25,
OWN00898,phone,PH00139,P01818,2024-06-10,
OWN00899,bank_account,A00432,P01978,2024-12-25,
OWN00900,vehicle,V00286,P01865,2024-11-21,
OWN00901,phone,PH01484,P01491,2023-04-02,
OWN00902,phone,PH01154,P01860,2023-11-17,
OWN00903,vehicle,V00492,P00951,2020-01-13,
OWN00904,bank_account,A00822,P01411,2024-07-09,
OWN00905,phone,PH00871,P00289,2021-05-27,
OWN00906,vehicle,V00042,P01504,2021-10-16,
OWN00907,vehicle,V00167,P01773,2024-03-30,
OWN00908,bank_account,A02120,P01309,2018-02-25,
OWN00909,bank_account,A01420,P01276,2024-10-04,
OWN00910,vehicle,V00020,P00052,2020-11-27,
OWN00911,phone,PH01267,P01483,2023-05-25,
OWN00912,vehicle,V00011,P01584,2022-10-11,
OWN00913,bank_account,A01209,P01747,2022-03-28,
OWN00914,vehicle,V00793,P00053,2023-12-07,
OWN00915,phone,PH00073,P01103,2018-04-25,
OWN00916,phone,PH01822,P00377,2020-11-24,
OWN00917,bank_account,A02029,P01221,2022-09-30,
OWN00918,bank_account,A02196,P00781,2025-11-11,
OWN00919,vehicle,V00554,P01914,2022-02-05,
OWN00920,bank_account,A02036,P00866,2022-08-21,
OWN00921,phone,PH00494,P00046,2021-09-09,
OWN00922,vehicle,V00635,P00854,2018-06-04,
OWN00923,phone,PH01251,P00138,2024-10-11,
OWN00924,bank_account,A00792,P00607,2024-04-26,
OWN00925,bank_account,A01786,P01310,2025-06-01,
OWN00926,vehicle,V00341,P01156,2019-08-21,
OWN00927,bank_account,A01617,P01987,2025-09-02,
OWN00928,bank_account,A01935,P01441,2025-09-30,
OWN00929,vehicle,V00221,P01558,2018-06-04,
OWN00930,vehicle,V00169,P01687,2024-01-28,
OWN00931,bank_account,A01854,P01297,2019-02-06,
OWN00932,vehicle,V00776,P01605,2024-08-20,
OWN00933,vehicle,V00466,P01535,2023-05-27,
OWN00934,phone,PH00437,P01709,2024-10-01,
OWN00935,bank_account,A00729,P00323,2023-09-29,
OWN00936,bank_account,A00439,P01724,2025-04-27,
OWN00937,phone,PH00305,P00874,2024-09-18,
OWN00938,phone,PH01023,P01192,2022-10-02,
OWN00939,vehicle,V00774,P01999,2018-07-05,
OWN00940,vehicle,V00583,P01810,2019-05-04,
OWN00941,vehicle,V00291,P00795,2021-06-09,
OWN00942,bank_account,A00565,P00866,2019-05-10,
OWN00943,phone,PH00555,P01310,2020-10-13,
OWN00944,vehicle,V00309,P01302,2021-03-12,
OWN00945,bank_account,A01011,P01739,2023-04-07,
OWN00946,vehicle,V00673,P00608,2019-08-31,
OWN00947,bank_account,A00557,P01929,2021-03-24,
OWN00948,vehicle,V00579,P00798,2018-11-15,
OWN00949,bank_account,A01976,P00441,2021-04-17,
OWN00950,bank_account,A01611,P00903,2019-09-05,
OWN00951,phone,PH00014,P01468,2019-07-20,
OWN00952,vehicle,V00095,P01430,2020-09-02,
OWN00953,bank_account,A01060,P00181,2024-12-11,
OWN00954,vehicle,V00604,P00821,2021-09-05,
OWN00955,vehicle,V00707,P00554,2023-01-01,
OWN00956,vehicle,V00548,P00458,2023-08-17,
OWN00957,vehicle,V00464,P01873,2018-11-27,
OWN00958,bank_account,A01647,P00684,2022-03-25,
OWN00959,vehicle,V00766,P00319,2021-04-18,
OWN00960,bank_account,A01176,P00836,2024-07-01,
OWN00961,bank_account,A01486,P01924,2023-06-06,
OWN00962,vehicle,V00314,P01378,2023-07-12,
OWN00963,bank_account,A01024,P01431,2024-09-23,
OWN00964,bank_account,A00080,P00314,2023-01-20,
OWN00965,bank_account,A02063,P00572,2023-02-08,
OWN00966,phone,PH02254,P01526,2018-09-11,
OWN00967,vehicle,V00327,P01210,2018-06-12,
OWN00968,bank_account,A01555,P00557,2024-05-02,
OWN00969,vehicle,V00061,P00255,2024-12-08,
OWN00970,phone,PH00882,P01446,2023-08-15,
OWN00971,bank_account,A01453,P00323,2023-07-15,
OWN00972,vehicle,V00699,P00276,2019-05-24,
OWN00973,vehicle,V00790,P01470,2020-05-25,
OWN00974,bank_account,A00195,P01150,2022-07-13,
OWN00975,vehicle,V00720,P00761,2025-08-27,
OWN00976,bank_account,A01393,P01732,2020-09-18,
OWN00977,phone,PH01225,P01079,2024-05-29,
OWN00978,bank_account,A01502,P01600,2021-11-14,
OWN00979,phone,PH02620,P00973,2023-11-01,
OWN00980,phone,PH02300,P01708,2018-11-08,
OWN00981,vehicle,V00036,P00277,2024-04-04,
OWN00982,vehicle,V00636,P01828,2025-02-23,
OWN00983,vehicle,V00047,P00186,2020-10-04,
OWN00984,phone,PH01574,P00979,2021-10-23,
OWN00985,phone,PH01706,P00629,2023-01-12,
OWN00986,vehicle,V00470,P00844,2022-09-11,
OWN00987,bank_account,A00290,P01978,2023-01-27,
OWN00988,vehicle,V00400,P01167,2021-11-15,
OWN00989,bank_account,A00901,P01984,2019-01-14,
OWN00990,vehicle,V00562,P01519,2018-10-15,
OWN00991,phone,PH01085,P00449,2024-09-19,
OWN00992,vehicle,V00847,P01757,2023-01-10,
OWN00993,vehicle,V00842,P01191,2021-08-16,
OWN00994,phone,PH01329,P01403,2023-09-16,
OWN00995,phone,PH00634,P01618,2025-03-03,
OWN00996,phone,PH01624,P00458,2025-11-19,
OWN00997,vehicle,V00065,P00950,2020-09-06,
OWN00998,vehicle,V00143,P00705,2024-11-06,
OWN00999,phone,PH00737,P00923,2020-02-21,
OWN01000,bank_account,A00464,P01105,2025-04-07,
OWN01001,bank_account,A00112,P01140,2020-12-25,
OWN01002,phone,PH01547,P00431,2019-04-14,
OWN01003,vehicle,V00208,P01584,2023-01-16,
OWN01004,vehicle,V00255,P00280,2022-09-29,
OWN01005,vehicle,V00749,P01476,2021-08-29,
OWN01006,bank_account,A00179,P01443,2021-01-31,
OWN01007,bank_account,A00866,P00776,2021-03-19,
OWN01008,phone,PH01416,P00971,2021-07-08,
OWN01009,bank_account,A01628,P00504,2021-02-22,
OWN01010,vehicle,V00535,P01020,2025-10-30,
OWN01011,phone,PH02405,P01035,2025-02-17,
OWN01012,phone,PH00447,P00614,2024-09-11,
OWN01013,bank_account,A00443,P01605,2022-01-27,
OWN01014,phone,PH01939,P01753,2022-07-11,
OWN01015,phone,PH02758,P01597,2018-11-22,
OWN01016,phone,PH01955,P01476,2021-07-30,
OWN01017,vehicle,V00247,P00505,2023-08-21,
OWN01018,bank_account,A01777,P00329,2018-04-12,
OWN01019,vehicle,V00480,P00095,2021-01-14,
OWN01020,phone,PH01082,P00591,2021-12-13,
OWN01021,bank_account,A01481,P00377,2018-03-06,
OWN01022,vehicle,V00809,P01261,2023-07-14,
OWN01023,phone,PH00715,P01652,2023-04-01,
OWN01024,vehicle,V00674,P01987,2025-01-27,
OWN01025,phone,PH01451,P01592,2022-08-17,
OWN01026,bank_account,A02237,P01109,2022-01-19,
OWN01027,phone,PH00994,P00135,2019-03-01,
OWN01028,bank_account,A00713,P00702,2024-09-12,
OWN01029,bank_account,A01942,P01182,2021-01-03,
OWN01030,vehicle,V00155,P00210,2023-07-19,
OWN01031,bank_account,A00109,P01531,2018-03-12,
OWN01032,vehicle,V00405,P00448,2021-12-26,
OWN01033,vehicle,V00071,P00510,2025-03-18,
OWN01034,bank_account,A00585,P01487,2023-07-04,
OWN01035,bank_account,A01226,P01867,2023-08-26,
OWN01036,phone,PH00161,P00633,2020-10-13,
OWN01037,phone,PH01141,P01034,2020-04-23,
OWN01038,bank_account,A00835,P00751,2022-10-25,
OWN01039,phone,PH01930,P01564,2025-07-07,
OWN01040,phone,PH00183,P00565,2018-03-10,
OWN01041,bank_account,A01612,P01137,2024-02-24,
OWN01042,vehicle,V00694,P00475,2025-07-12,
OWN01043,vehicle,V00560,P00916,2021-12-12,
OWN01044,bank_account,A02016,P01555,2024-08-30,
OWN01045,phone,PH01145,P01533,2018-10-28,
